clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_1_47_signer_YES_1,NS_SALLY YES LOOK PT_PRO1PL GO GREAT KNOW PT_DEM3,NS_SALLY(0.91) YES(0.73) LOOK(0.67) PT_PRO1PL(0.57) GO(0.55) GREAT(0.55) KNOW(0.52) PT_DEM3(0.47),YES,False
video_1_54_signer_YES_1,GOOD READY FINISH YES NOW GO PT_DEM3 ALL PT_PRO1PL WHAT GREAT,GOOD(0.80) READY(0.68) FINISH(0.61) YES(0.59) NOW(0.52) GO(0.51) PT_DEM3(0.50) ALL(0.50) PT_PRO1PL(0.49) WHAT(0.48) GREAT(0.45),YES,False
video_1_77_signer_YES_1,YES LOOK GREAT RIGHT PT_DEM3 GOOD,YES(0.94) LOOK(0.77) GREAT(0.65) RIGHT(0.59) PT_DEM3(0.53) GOOD(0.52),YES,False
video_2_71_signer_YES_1,NS_SALLY YES LOOK PT_PRO1PL GO GREAT KNOW,NS_SALLY(0.80) YES(0.72) LOOK(0.66) PT_PRO1PL(0.51) GO(0.50) GREAT(0.50) KNOW(0.46),YES,False
video_2_80_signer_YES_1,YES GOOD WATCH READY PT_DEM3,YES(0.82) GOOD(0.67) WATCH(0.61) READY(0.52) PT_DEM3(0.47),YES,False
video_2_100_signer_YES_1,YES GOOD WHAT,YES(0.87) GOOD(0.50) WHAT(0.46),YES,False
video_2_118_signer_YES_1,NS_POSSUM CAN MAKE THINK PT_PRO2 YES PT_PRO1 RIGHT WHAT NOW PT_DEM3 KNOW PT_PRO3 GOOD GO DO LUNCH HAVE,NS_POSSUM(0.72) CAN(0.70) MAKE(0.69) THINK(0.68) PT_PRO2(0.67) YES(0.63) PT_PRO1(0.62) RIGHT(0.56) WHAT(0.55) NOW(0.54) PT_DEM3(0.53) KNOW(0.52) PT_PRO3(0.52) GOOD(0.51) GO(0.49) DO(0.46) LUNCH(0.46) HAVE(0.46),YES,False
video_2_126_signer_YES_1,NS_SALLY HELLO LOOK WHAT PT_DEM3,NS_SALLY(0.78) HELLO(0.78) LOOK(0.59) WHAT(0.56) PT_DEM3(0.53),YES,False
video_3_66_signer_YES_1,BYE YES READY PT_PRO1PL GO WHAT,BYE(0.91) YES(0.66) READY(0.62) PT_PRO1PL(0.57) GO(0.47) WHAT(0.47),YES,False
video_3_70_signer_YES_1,YES GOOD WHAT PT_DEM3 GREAT,YES(0.84) GOOD(0.75) WHAT(0.58) PT_DEM3(0.57) GREAT(0.52),YES,False
video_3_82_signer_YES_1,YES GOOD READY FINISH WATCH PT_DEM3 WHAT KNOW RIGHT MAKE PT_PRO1,YES(0.71) GOOD(0.68) READY(0.67) FINISH(0.61) WATCH(0.52) PT_DEM3(0.50) WHAT(0.47) KNOW(0.46) RIGHT(0.45) MAKE(0.45) PT_PRO1(0.45),YES,False
video_4_8_signer_YES_1,YES LOOK NS_SALLY WHAT GOOD PT_DEM3 PT_PRO1PL GREAT,YES(0.77) LOOK(0.67) NS_SALLY(0.57) WHAT(0.54) GOOD(0.53) PT_DEM3(0.51) PT_PRO1PL(0.49) GREAT(0.46),YES,False
video_4_49_signer_YES_1,YES RIGHT GREAT PT_DEM3 GOOD KNOW WHAT LOOK,YES(0.92) RIGHT(0.59) GREAT(0.58) PT_DEM3(0.57) GOOD(0.53) KNOW(0.51) WHAT(0.48) LOOK(0.48),YES,False
video_4_53_signer_YES_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.99) HELLO(0.98) EVERYONE(0.90) NS_POSSUM(0.74),YES,False
video_4_82_signer_YES_1,RIGHT YES PT_DEM3 GOOD WHAT GREAT LOOK,RIGHT(0.91) YES(0.87) PT_DEM3(0.79) GOOD(0.71) WHAT(0.71) GREAT(0.60) LOOK(0.54),YES,False
video_4_84_signer_YES_1,NS_SALLY LOOK YES WHAT PT_DEM3 ONE KNOW PT_PRO1,NS_SALLY(0.91) LOOK(0.68) YES(0.62) WHAT(0.59) PT_DEM3(0.55) ONE(0.50) KNOW(0.47) PT_PRO1(0.46),YES,False
video_4_95_signer_YES_1,NS_SALLY LOOK BYE YES HELLO,NS_SALLY(0.86) LOOK(0.77) BYE(0.61) YES(0.50) HELLO(0.45),YES,False
video_4_124_signer_YES_1,BYE OKAY GO YES PT_PRO1PL LOOK NS_POSSUM GREAT HELLO,BYE(0.88) OKAY(0.74) GO(0.72) YES(0.70) PT_PRO1PL(0.59) LOOK(0.54) NS_POSSUM(0.51) GREAT(0.48) HELLO(0.46),YES,False
video_5_35_signer_YES_1,YES GOOD GREAT READY PT_DEM3,YES(0.77) GOOD(0.73) GREAT(0.54) READY(0.51) PT_DEM3(0.48),YES,False
video_5_62_signer_YES_1,YES LOOK KNOW,YES(0.83) LOOK(0.72) KNOW(0.62),YES,False
video_5_81_signer_YES_1,LOOK,LOOK(0.99),YES,False
video_5_90_signer_YES_1,YES WATCH GOOD,YES(0.82) WATCH(0.46) GOOD(0.46),YES,False
video_5_93_signer_YES_1,WATCH BYE YES PT_PRO1PL NS_SALLY LOOK OKAY,WATCH(0.92) BYE(0.91) YES(0.82) PT_PRO1PL(0.62) NS_SALLY(0.58) LOOK(0.48) OKAY(0.45),YES,False
video_5_126_signer_YES_1,LOOK NS_SALLY YES,LOOK(0.76) NS_SALLY(0.69) YES(0.67),YES,False
video_5_128_signer_YES_1,YES GOOD GREAT READY WHAT RIGHT PT_DEM3 WATCH,YES(0.90) GOOD(0.85) GREAT(0.72) READY(0.67) WHAT(0.65) RIGHT(0.62) PT_DEM3(0.61) WATCH(0.51),YES,False
video_6_30_signer_YES_1,NS_SALLY LOOK YES PT_PRO1PL PT_DEM3,NS_SALLY(0.91) LOOK(0.74) YES(0.67) PT_PRO1PL(0.47) PT_DEM3(0.46),YES,False
video_6_40_signer_YES_1,HELLO BYE NS_SALLY NS_POSSUM LOOK,HELLO(0.93) BYE(0.88) NS_SALLY(0.81) NS_POSSUM(0.45) LOOK(0.45),YES,False
video_6_86_signer_YES_1,YES PT_PRO1PL READY FINISH WATCH GO GOOD WHAT LOOK NS_SALLY,YES(0.70) PT_PRO1PL(0.67) READY(0.66) FINISH(0.66) WATCH(0.59) GO(0.57) GOOD(0.53) WHAT(0.48) LOOK(0.46) NS_SALLY(0.46),YES,False
video_6_90_signer_YES_1,YES GOOD NEXT GREAT WHAT READY PT_DEM3 LOOK FINISH RIGHT,YES(0.79) GOOD(0.78) NEXT(0.70) GREAT(0.67) WHAT(0.66) READY(0.64) PT_DEM3(0.61) LOOK(0.49) FINISH(0.48) RIGHT(0.45),YES,False
video_6_92_signer_YES_1,LOOK,LOOK(0.81),YES,False
video_6_116_signer_YES_1,BYE HELLO PT_PRO1PL NS_POSSUM,BYE(0.99) HELLO(0.63) PT_PRO1PL(0.56) NS_POSSUM(0.48),YES,False
video_6_124_signer_YES_1,BYE YES PT_PRO1PL,BYE(0.82) YES(0.78) PT_PRO1PL(0.55),YES,False
video_7_48_signer_YES_1,YES WATCH KNOW GREAT LOOK GOOD,YES(0.92) WATCH(0.74) KNOW(0.55) GREAT(0.53) LOOK(0.51) GOOD(0.51),YES,False
video_7_55_signer_YES_1,YES GREAT KNOW PT_DEM3 GOOD PT_PRO1 WHAT WATCH NS_SALLY WILL,YES(0.75) GREAT(0.64) KNOW(0.60) PT_DEM3(0.58) GOOD(0.57) PT_PRO1(0.54) WHAT(0.53) WATCH(0.48) NS_SALLY(0.47) WILL(0.46),YES,False
video_7_71_signer_YES_1,YES GOOD PT_DEM3 WHAT RIGHT GREAT YEAH LOOK,YES(0.89) GOOD(0.78) PT_DEM3(0.77) WHAT(0.74) RIGHT(0.73) GREAT(0.66) YEAH(0.46) LOOK(0.46),YES,False
video_8_41_signer_YES_1,YES NS_SALLY LOOK READY PT_PRO1PL WHAT PT_DEM3 FINISH,YES(0.74) NS_SALLY(0.70) LOOK(0.66) READY(0.57) PT_PRO1PL(0.57) WHAT(0.54) PT_DEM3(0.47) FINISH(0.46),YES,False
video_9_27_signer_YES_1,NS_POSSUM PT_PRO2 KNOW YES THINK PT_PRO3 GO GREAT LOOK RIGHT PT_DEM3 WHERE PT_PRO1 CAN PT_POSS2 DRINK WHAT IDEA NOT,NS_POSSUM(0.84) PT_PRO2(0.76) KNOW(0.72) YES(0.70) THINK(0.70) PT_PRO3(0.67) GO(0.64) GREAT(0.63) LOOK(0.58) RIGHT(0.57) PT_DEM3(0.56) WHERE(0.56) PT_PRO1(0.54) CAN(0.51) PT_POSS2(0.48) DRINK(0.48) WHAT(0.47) IDEA(0.47) NOT(0.45),YES,False
video_9_59_signer_YES_1,YES LOOK GREAT GOOD PT_DEM3 PT_PRO1PL,YES(0.81) LOOK(0.69) GREAT(0.67) GOOD(0.65) PT_DEM3(0.59) PT_PRO1PL(0.46),YES,False
video_9_80_signer_YES_1,NS_SALLY LOOK PT_DEM3 WHAT HELLO YES GOOD,NS_SALLY(0.77) LOOK(0.70) PT_DEM3(0.62) WHAT(0.61) HELLO(0.57) YES(0.49) GOOD(0.49),YES,False
video_9_85_signer_YES_1,HELLO LOOK PT_DEM3 GREAT GOOD YES WHAT NS_POSSUM,HELLO(0.61) LOOK(0.59) PT_DEM3(0.58) GREAT(0.54) GOOD(0.54) YES(0.51) WHAT(0.51) NS_POSSUM(0.47),YES,False
video_9_86_signer_YES_1,NS_SALLY PT_DEM3 WHAT LOOK ONE KNOW YES GREAT PT_PRO1 CAN,NS_SALLY(0.78) PT_DEM3(0.71) WHAT(0.66) LOOK(0.61) ONE(0.61) KNOW(0.61) YES(0.57) GREAT(0.55) PT_PRO1(0.51) CAN(0.45),YES,False
video_9_91_signer_YES_1,YES PT_DEM3 LOOK WHAT GREAT RIGHT GOOD FINISH,YES(0.73) PT_DEM3(0.64) LOOK(0.62) WHAT(0.56) GREAT(0.51) RIGHT(0.48) GOOD(0.48) FINISH(0.45),YES,False
video_10_28_signer_YES_1,BYE EVERYONE HELLO PT_PRO1PL NS_POSSUM,BYE(0.98) EVERYONE(0.86) HELLO(0.70) PT_PRO1PL(0.53) NS_POSSUM(0.50),YES,False
video_10_30_signer_YES_1,YES LOOK KNOW GREAT GOOD PT_DEM3 RIGHT,YES(0.92) LOOK(0.52) KNOW(0.52) GREAT(0.51) GOOD(0.48) PT_DEM3(0.48) RIGHT(0.47),YES,False
video_10_49_signer_YES_1,YES GREAT RIGHT PT_DEM3 NS_POSSUM LOOK GOOD,YES(0.88) GREAT(0.80) RIGHT(0.75) PT_DEM3(0.65) NS_POSSUM(0.63) LOOK(0.52) GOOD(0.49),YES,False
video_10_61_signer_YES_1,YES GREAT RIGHT PT_DEM3 WHAT LOOK NS_POSSUM GOOD DO,YES(0.83) GREAT(0.79) RIGHT(0.77) PT_DEM3(0.72) WHAT(0.67) LOOK(0.66) NS_POSSUM(0.66) GOOD(0.62) DO(0.49),YES,False
video_10_92_signer_YES_1,YES GOOD GREAT PT_DEM3 RIGHT WHAT READY,YES(0.88) GOOD(0.83) GREAT(0.67) PT_DEM3(0.65) RIGHT(0.65) WHAT(0.64) READY(0.55),YES,False
video_11_50_signer_YES_1,BYE HELLO,BYE(0.91) HELLO(0.67),YES,False
video_11_53_signer_YES_1,BYE YES HELLO LOOK,BYE(0.92) YES(0.61) HELLO(0.52) LOOK(0.45),YES,False
video_11_57_signer_YES_1,HELLO BYE NS_POSSUM,HELLO(0.95) BYE(0.93) NS_POSSUM(0.75),YES,False
video_11_60_signer_YES_1,BYE NS_POSSUM EVERYONE PT_PRO1PL HELLO GO,BYE(0.84) NS_POSSUM(0.75) EVERYONE(0.69) PT_PRO1PL(0.48) HELLO(0.47) GO(0.47),YES,False
video_11_71_signer_YES_1,WATCH NS_SALLY YES PT_PRO1PL LOOK READY WHAT GREAT EAT,WATCH(0.88) NS_SALLY(0.88) YES(0.80) PT_PRO1PL(0.57) LOOK(0.55) READY(0.54) WHAT(0.54) GREAT(0.50) EAT(0.45),YES,False
video_11_89_signer_YES_1,YES WATCH PT_PRO1PL GOOD READY LOOK,YES(0.83) WATCH(0.80) PT_PRO1PL(0.58) GOOD(0.55) READY(0.48) LOOK(0.45),YES,False
video_11_115_signer_YES_1,YES GOOD GO KNOW PT_PRO1 NS_POSSUM READY PT_DEM3 PT_PRO2 FINISH RIGHT WHAT,YES(0.66) GOOD(0.61) GO(0.55) KNOW(0.55) PT_PRO1(0.53) NS_POSSUM(0.51) READY(0.51) PT_DEM3(0.50) PT_PRO2(0.48) FINISH(0.48) RIGHT(0.46) WHAT(0.46),YES,False
video_13_36_signer_YES_1,BYE LOOK,BYE(0.89) LOOK(0.79),YES,False
video_13_63_signer_YES_1,YES LOOK GOOD GREAT RIGHT PT_DEM3 PT_PRO1PL,YES(0.79) LOOK(0.63) GOOD(0.58) GREAT(0.55) RIGHT(0.51) PT_DEM3(0.51) PT_PRO1PL(0.46),YES,False
video_13_69_signer_YES_1,LOOK YES,LOOK(0.78) YES(0.53),YES,False
video_13_78_signer_YES_1,YES GOOD PT_DEM3 GREAT WHAT,YES(0.84) GOOD(0.66) PT_DEM3(0.49) GREAT(0.48) WHAT(0.46),YES,False
video_13_81_signer_YES_1,BYE HELLO,BYE(0.99) HELLO(0.66),YES,False
video_13_109_signer_YES_1,NS_SALLY YES PT_PRO1PL WHAT LOOK READY KNOW FINISH PT_PRO1 GOOD GO,NS_SALLY(0.74) YES(0.65) PT_PRO1PL(0.57) WHAT(0.57) LOOK(0.55) READY(0.54) KNOW(0.53) FINISH(0.53) PT_PRO1(0.50) GOOD(0.50) GO(0.49),YES,False
video_13_133_signer_YES_1,YES GOOD GO PT_DEM3 READY KNOW GREAT PT_PRO1PL FINISH NS_POSSUM,YES(0.66) GOOD(0.65) GO(0.52) PT_DEM3(0.51) READY(0.50) KNOW(0.48) GREAT(0.48) PT_PRO1PL(0.47) FINISH(0.46) NS_POSSUM(0.45),YES,False
video_13_135_signer_YES_1,NS_SALLY YES READY PT_PRO1PL GOOD WATCH WHAT GO NEXT GREAT LOOK,NS_SALLY(0.80) YES(0.69) READY(0.63) PT_PRO1PL(0.57) GOOD(0.56) WATCH(0.55) WHAT(0.54) GO(0.51) NEXT(0.50) GREAT(0.46) LOOK(0.46),YES,False
video_13_149_signer_YES_1,NS_SALLY HELLO LOOK WHAT,NS_SALLY(0.89) HELLO(0.55) LOOK(0.52) WHAT(0.49),YES,False
video_14_52_signer_YES_1,GOOD YES WHAT PT_DEM3 RIGHT GREAT,GOOD(0.79) YES(0.78) WHAT(0.66) PT_DEM3(0.66) RIGHT(0.56) GREAT(0.50),YES,False
video_14_79_signer_YES_1,NS_POSSUM YES BYE GO PT_PRO1PL,NS_POSSUM(0.75) YES(0.67) BYE(0.56) GO(0.50) PT_PRO1PL(0.46),YES,False
video_14_82_signer_YES_1,LOOK BYE HELLO,LOOK(0.74) BYE(0.67) HELLO(0.64),YES,False
video_15_47_signer_YES_1,YES BYE NS_POSSUM KNOW GO PT_PRO1PL,YES(0.72) BYE(0.68) NS_POSSUM(0.58) KNOW(0.56) GO(0.55) PT_PRO1PL(0.54),YES,False
video_2_72_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(1.00) EVERYONE(0.99) HELLO(0.94) NS_POSSUM(0.59),THINK,False
video_2_88_signer_THINK_1,GOOD YES PT_DEM3 WHAT FINISH GREAT KNOW READY,GOOD(0.75) YES(0.67) PT_DEM3(0.58) WHAT(0.53) FINISH(0.48) GREAT(0.48) KNOW(0.47) READY(0.47),THINK,False
video_4_15_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.86) HELLO(0.65),THINK,False
video_4_25_signer_THINK_1,YES LOOK GO PT_PRO1PL GREAT BYE,YES(0.80) LOOK(0.65) GO(0.62) PT_PRO1PL(0.58) GREAT(0.52) BYE(0.52),THINK,False
video_4_26_signer_THINK_1,BYE EVERYONE GO YES,BYE(0.95) EVERYONE(0.58) GO(0.48) YES(0.45),THINK,False
video_4_57_signer_THINK_1,BYE LOOK,BYE(0.94) LOOK(0.51),THINK,False
video_5_73_signer_THINK_1,BYE EVERYONE NS_POSSUM HELLO PT_PRO1PL,BYE(0.92) EVERYONE(0.89) NS_POSSUM(0.80) HELLO(0.56) PT_PRO1PL(0.50),THINK,False
video_6_25_signer_THINK_1,YES BYE PT_PRO1PL,YES(0.82) BYE(0.59) PT_PRO1PL(0.55),THINK,False
video_6_48_signer_THINK_1,GO NS_POSSUM YES KNOW PT_PRO1PL,GO(0.66) NS_POSSUM(0.59) YES(0.58) KNOW(0.57) PT_PRO1PL(0.56),THINK,False
video_6_71_signer_THINK_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.51) EVERYONE(0.46),THINK,False
video_7_46_signer_THINK_1,BYE EVERYONE NS_POSSUM PT_PRO1PL GO YES HELLO,BYE(0.95) EVERYONE(0.77) NS_POSSUM(0.59) PT_PRO1PL(0.51) GO(0.48) YES(0.47) HELLO(0.45),THINK,False
video_8_30_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.86) HELLO(0.70) NS_POSSUM(0.65),THINK,False
video_8_31_signer_THINK_1,BYE EVERYONE NS_POSSUM HELLO YES,BYE(0.96) EVERYONE(0.88) NS_POSSUM(0.72) HELLO(0.69) YES(0.46),THINK,False
video_10_93_signer_THINK_1,BYE EVERYONE PT_PRO1PL NS_POSSUM,BYE(0.94) EVERYONE(0.83) PT_PRO1PL(0.54) NS_POSSUM(0.46),THINK,False
video_11_17_signer_THINK_1,BYE EVERYONE PT_PRO1PL,BYE(0.98) EVERYONE(0.57) PT_PRO1PL(0.47),THINK,False
video_12_68_signer_THINK_1,BYE READY PT_PRO1PL GO FINISH TIME EVERYONE YES WATCH KNOW,BYE(0.84) READY(0.67) PT_PRO1PL(0.59) GO(0.56) FINISH(0.55) TIME(0.51) EVERYONE(0.51) YES(0.50) WATCH(0.50) KNOW(0.46),THINK,False
video_13_45_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM PT_PRO1PL,BYE(0.97) EVERYONE(0.83) HELLO(0.57) NS_POSSUM(0.53) PT_PRO1PL(0.52),THINK,False
video_14_51_signer_THINK_1,NS_POSSUM YES KNOW GO PT_PRO1PL,NS_POSSUM(0.63) YES(0.61) KNOW(0.56) GO(0.52) PT_PRO1PL(0.46),THINK,False
video_14_61_signer_THINK_1,BYE EVERYONE NS_POSSUM HELLO PT_PRO1PL GO KNOW,BYE(0.94) EVERYONE(0.66) NS_POSSUM(0.62) HELLO(0.54) PT_PRO1PL(0.53) GO(0.49) KNOW(0.46),THINK,False
video_14_92_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.60) HELLO(0.58),THINK,False
video_16_25_signer_THINK_1,BYE EVERYONE NS_POSSUM PT_PRO1PL HELLO,BYE(0.94) EVERYONE(0.77) NS_POSSUM(0.70) PT_PRO1PL(0.49) HELLO(0.45),THINK,False
video_16_28_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.98) EVERYONE(0.78) HELLO(0.70) NS_POSSUM(0.62),THINK,False
video_16_93_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.85) HELLO(0.63) NS_POSSUM(0.59),THINK,False
video_16_183_signer_THINK_1,YES BYE PT_PRO1PL,YES(0.63) BYE(0.57) PT_PRO1PL(0.51),THINK,False
video_17_46_signer_THINK_1,BYE READY NS_POSSUM PT_PRO1PL EVERYONE GO YES,BYE(0.92) READY(0.56) NS_POSSUM(0.55) PT_PRO1PL(0.53) EVERYONE(0.53) GO(0.48) YES(0.45),THINK,False
video_17_127_signer_THINK_1,BYE,BYE(0.97),THINK,False
video_18_47_signer_THINK_1,YES NS_POSSUM KNOW GO PT_PRO1PL,YES(0.75) NS_POSSUM(0.73) KNOW(0.66) GO(0.59) PT_PRO1PL(0.53),THINK,False
video_18_137_signer_THINK_1,BYE PT_PRO1PL GO READY,BYE(0.95) PT_PRO1PL(0.60) GO(0.50) READY(0.46),THINK,False
video_18_154_signer_THINK_1,BYE NS_POSSUM EVERYONE YES PT_PRO1PL HELLO GO,BYE(0.95) NS_POSSUM(0.71) EVERYONE(0.62) YES(0.57) PT_PRO1PL(0.55) HELLO(0.50) GO(0.47),THINK,False
video_18_155_signer_THINK_1,BYE READY GO PT_PRO1PL FINISH,BYE(0.88) READY(0.78) GO(0.61) PT_PRO1PL(0.60) FINISH(0.54),THINK,False
video_19_28_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.98) HELLO(0.87) NS_POSSUM(0.49),THINK,False
video_19_171_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.77) HELLO(0.45),THINK,False
video_19_175_signer_THINK_1,BYE GO KNOW YES LOOK PT_PRO1PL,BYE(0.82) GO(0.58) KNOW(0.55) YES(0.55) LOOK(0.49) PT_PRO1PL(0.47),THINK,False
video_20_37_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.92) HELLO(0.72) NS_POSSUM(0.58),THINK,False
video_20_109_signer_THINK_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.98) HELLO(0.82) EVERYONE(0.78) NS_POSSUM(0.62),THINK,False
video_20_111_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.90) HELLO(0.69) NS_POSSUM(0.59),THINK,False
video_20_136_signer_THINK_1,BYE HELLO NS_POSSUM,BYE(0.97) HELLO(0.88) NS_POSSUM(0.52),THINK,False
video_22_104_signer_THINK_1,YES BYE PT_PRO1PL RIGHT,YES(0.74) BYE(0.51) PT_PRO1PL(0.46) RIGHT(0.46),THINK,False
video_22_140_signer_THINK_1,EVERYONE BYE NS_POSSUM PT_PRO1PL,EVERYONE(0.81) BYE(0.78) NS_POSSUM(0.72) PT_PRO1PL(0.55),THINK,False
video_22_199_signer_THINK_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.96) EVERYONE(0.87) NS_POSSUM(0.80) HELLO(0.64),THINK,False
video_23_27_signer_THINK_1,LOOK,LOOK(0.84),THINK,False
video_23_30_signer_THINK_1,BYE PT_PRO1PL READY GO EVERYONE WATCH,BYE(0.88) PT_PRO1PL(0.61) READY(0.59) GO(0.49) EVERYONE(0.46) WATCH(0.46),THINK,False
video_24_36_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.82) HELLO(0.57),THINK,False
video_24_81_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.97) EVERYONE(0.95) HELLO(0.82) NS_POSSUM(0.73),THINK,False
video_24_140_signer_THINK_1,READY YES PT_PRO1PL WATCH GO GOOD,READY(0.75) YES(0.69) PT_PRO1PL(0.68) WATCH(0.67) GO(0.52) GOOD(0.51),THINK,False
video_24_149_signer_THINK_1,BYE,BYE(0.99),THINK,False
video_25_87_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.94) HELLO(0.82) NS_POSSUM(0.60),THINK,False
video_26_53_signer_THINK_1,BYE LOOK,BYE(0.88) LOOK(0.69),THINK,False
video_26_55_signer_THINK_1,BYE EVERYONE NS_POSSUM YES HELLO PT_PRO1PL GO KNOW,BYE(0.87) EVERYONE(0.82) NS_POSSUM(0.81) YES(0.61) HELLO(0.51) PT_PRO1PL(0.47) GO(0.47) KNOW(0.47),THINK,False
video_28_22_signer_THINK_1,BYE LOOK,BYE(0.88) LOOK(0.77),THINK,False
video_28_165_signer_THINK_1,BYE EVERYONE YES PT_PRO1PL GO HELLO,BYE(0.95) EVERYONE(0.60) YES(0.55) PT_PRO1PL(0.53) GO(0.51) HELLO(0.47),THINK,False
video_29_20_signer_THINK_1,BYE LOOK,BYE(0.98) LOOK(0.53),THINK,False
video_29_91_signer_THINK_1,BYE LOOK,BYE(0.93) LOOK(0.62),THINK,False
video_29_117_signer_THINK_1,BYE LOOK,BYE(0.93) LOOK(0.68),THINK,False
video_29_162_signer_THINK_1,BYE EVERYONE HELLO,BYE(1.00) EVERYONE(0.92) HELLO(0.75),THINK,False
video_30_9_signer_THINK_1,LOOK,LOOK(0.95),THINK,False
video_30_67_signer_THINK_1,BYE LOOK,BYE(0.83) LOOK(0.78),THINK,False
video_31_57_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.84) HELLO(0.59),THINK,False
video_31_74_signer_THINK_1,LOOK BYE,LOOK(0.80) BYE(0.66),THINK,False
video_32_43_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.96) HELLO(0.83) NS_POSSUM(0.74),THINK,False
video_33_54_signer_THINK_1,BYE YES EVERYONE PT_PRO1PL,BYE(0.79) YES(0.66) EVERYONE(0.53) PT_PRO1PL(0.47),THINK,False
video_33_55_signer_THINK_1,YES BYE NS_POSSUM RIGHT,YES(0.63) BYE(0.58) NS_POSSUM(0.46) RIGHT(0.46),THINK,False
video_33_151_signer_THINK_1,BYE EVERYONE YES PT_PRO1PL GO KNOW,BYE(0.91) EVERYONE(0.68) YES(0.64) PT_PRO1PL(0.57) GO(0.52) KNOW(0.46),THINK,False
video_34_49_signer_THINK_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.91) HELLO(0.72) NS_POSSUM(0.49),THINK,False
video_34_71_signer_THINK_1,BYE YES LOOK HELLO EVERYONE,BYE(0.93) YES(0.72) LOOK(0.46) HELLO(0.46) EVERYONE(0.45),THINK,False
video_34_82_signer_THINK_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.60) EVERYONE(0.55),THINK,False
video_34_118_signer_THINK_1,BYE YES HELLO EVERYONE,BYE(0.92) YES(0.75) HELLO(0.56) EVERYONE(0.48),THINK,False
video_35_18_signer_THINK_1,YES WATCH GREAT NS_SALLY PT_PRO1PL LOOK GOOD,YES(0.83) WATCH(0.78) GREAT(0.57) NS_SALLY(0.56) PT_PRO1PL(0.54) LOOK(0.54) GOOD(0.49),THINK,False
video_35_49_signer_THINK_1,BYE GO KNOW YES PT_PRO1PL TIME GOOD FINISH WATCH NS_AMANDA PT_PRO1 EVERYONE CAN READY PT_PRO2 LOOK,BYE(0.83) GO(0.69) KNOW(0.62) YES(0.62) PT_PRO1PL(0.59) TIME(0.58) GOOD(0.57) FINISH(0.56) WATCH(0.55) NS_AMANDA(0.49) PT_PRO1(0.48) EVERYONE(0.47) CAN(0.47) READY(0.46) PT_PRO2(0.46) LOOK(0.45),THINK,False
video_1_20_signer_WHAT_1,YES WATCH PT_PRO1PL GO KNOW READY LOOK GOOD,YES(0.79) WATCH(0.67) PT_PRO1PL(0.60) GO(0.60) KNOW(0.55) READY(0.49) LOOK(0.46) GOOD(0.45),WHAT,False
video_1_74_signer_WHAT_1,GOOD NOW FINISH READY GO YES PT_PRO1PL KNOW PT_DEM3 PT_PRO1 WHAT,GOOD(0.74) NOW(0.68) FINISH(0.67) READY(0.66) GO(0.59) YES(0.56) PT_PRO1PL(0.51) KNOW(0.49) PT_DEM3(0.48) PT_PRO1(0.47) WHAT(0.47),WHAT,False
video_1_92_signer_WHAT_1,YES GREAT KNOW PT_DEM3,YES(0.91) GREAT(0.57) KNOW(0.54) PT_DEM3(0.49),WHAT,False
video_2_18_signer_WHAT_1,BYE YES WHAT PT_PRO1PL LOOK HELLO,BYE(0.77) YES(0.73) WHAT(0.57) PT_PRO1PL(0.53) LOOK(0.52) HELLO(0.51),WHAT,False
video_2_29_signer_WHAT_1,YES GOOD WHAT WATCH PT_PRO1PL FINISH READY PT_DEM3,YES(0.75) GOOD(0.64) WHAT(0.56) WATCH(0.51) PT_PRO1PL(0.50) FINISH(0.48) READY(0.48) PT_DEM3(0.46),WHAT,False
