clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_22_88_signer_KNOW_1,BYE LOOK CLOUD OKAY,BYE(0.95) LOOK(0.74) CLOUD(0.57) OKAY(0.51),KNOW,False
video_22_89_signer_KNOW_1,KNOW EVERYONE BYE YES PT_DEM3,KNOW(0.68) EVERYONE(0.61) BYE(0.56) YES(0.53) PT_DEM3(0.50),KNOW,False
video_22_96_signer_KNOW_1,BYE EVERYONE HELLO YES,BYE(0.93) EVERYONE(0.71) HELLO(0.55) YES(0.45),KNOW,False
video_22_111_signer_KNOW_1,KNOW PT_DEM3 GREAT YES GOOD LOOK PT_PRO1,KNOW(0.84) PT_DEM3(0.71) GREAT(0.62) YES(0.60) GOOD(0.50) LOOK(0.49) PT_PRO1(0.46),KNOW,False
video_22_113_signer_KNOW_1,SEE KNOW EVERYONE BYE NS_AMANDA CAN PT_PRO1PL FINISH,SEE(0.72) KNOW(0.67) EVERYONE(0.65) BYE(0.61) NS_AMANDA(0.56) CAN(0.53) PT_PRO1PL(0.50) FINISH(0.48),KNOW,False
video_22_126_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.92) EVERYONE(0.81),KNOW,False
video_22_152_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.78) HELLO(0.72),KNOW,False
video_22_159_signer_KNOW_1,BYE LOOK,BYE(0.93) LOOK(0.54),KNOW,False
video_23_30_signer_KNOW_1,BYE SEE KNOW CAN BEACH EVERYONE GO PT_PRO2 FINISH,BYE(0.86) SEE(0.73) KNOW(0.70) CAN(0.63) BEACH(0.62) EVERYONE(0.54) GO(0.52) PT_PRO2(0.47) FINISH(0.46),KNOW,False
video_23_34_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.92) HELLO(0.77),KNOW,False
video_23_91_signer_KNOW_1,BYE HELLO YES EVERYONE NS_POSSUM RIGHT GREAT OK LOOK,BYE(0.82) HELLO(0.69) YES(0.67) EVERYONE(0.59) NS_POSSUM(0.56) RIGHT(0.56) GREAT(0.55) OK(0.52) LOOK(0.46),KNOW,False
video_23_144_signer_KNOW_1,KNOW YES GREAT PT_DEM3 LOOK,KNOW(0.78) YES(0.76) GREAT(0.69) PT_DEM3(0.63) LOOK(0.54),KNOW,False
video_24_73_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.85) HELLO(0.81),KNOW,False
video_24_82_signer_KNOW_1,EVERYONE BYE HELLO,EVERYONE(0.96) BYE(0.94) HELLO(0.82),KNOW,False
video_24_150_signer_KNOW_1,LOOK BYE,LOOK(0.97) BYE(0.64),KNOW,False
video_25_111_signer_KNOW_1,KNOW BYE CAN GO TIME SEE YES PT_PRO2 OKAY PT_DEM3 PT_PRO1PL NS_POSSUM PT_PRO1,KNOW(0.66) BYE(0.65) CAN(0.64) GO(0.63) TIME(0.59) SEE(0.56) YES(0.56) PT_PRO2(0.53) OKAY(0.53) PT_DEM3(0.48) PT_PRO1PL(0.47) NS_POSSUM(0.47) PT_PRO1(0.47),KNOW,False
video_26_20_signer_KNOW_1,NS_SALLY KNOW GO PT_PRO1 PT_PRO1PL CAN FINISH PT_DEM3,NS_SALLY(0.67) KNOW(0.56) GO(0.52) PT_PRO1(0.49) PT_PRO1PL(0.48) CAN(0.47) FINISH(0.46) PT_DEM3(0.46),KNOW,False
video_26_25_signer_KNOW_1,BYE LOOK EVERYONE,BYE(0.86) LOOK(0.65) EVERYONE(0.52),KNOW,False
video_26_36_signer_KNOW_1,BYE LOOK,BYE(0.80) LOOK(0.50),KNOW,False
video_27_21_signer_KNOW_1,KNOW PT_PRO1 PT_DEM3 THINK YES GREAT FUN NS_POSSUM CAN LOOK,KNOW(0.95) PT_PRO1(0.74) PT_DEM3(0.74) THINK(0.72) YES(0.68) GREAT(0.63) FUN(0.56) NS_POSSUM(0.52) CAN(0.51) LOOK(0.49),KNOW,False
video_28_76_signer_KNOW_1,KNOW EVERYONE PT_DEM3 GREAT PT_PRO1 YES,KNOW(0.89) EVERYONE(0.82) PT_DEM3(0.56) GREAT(0.52) PT_PRO1(0.50) YES(0.48),KNOW,False
video_28_115_signer_KNOW_1,LOOK BYE,LOOK(0.87) BYE(0.81),KNOW,False
video_30_17_signer_KNOW_1,KNOW LOOK,KNOW(0.72) LOOK(0.56),KNOW,False
video_1_47_signer_YES_1,LOOK NS_SALLY YES PT_DEM3 WHAT GREAT GOOD,LOOK(0.77) NS_SALLY(0.73) YES(0.66) PT_DEM3(0.58) WHAT(0.57) GREAT(0.55) GOOD(0.49),YES,False
video_1_54_signer_YES_1,BYE PT_PRO1PL GO YES GREAT OKAY,BYE(0.83) PT_PRO1PL(0.67) GO(0.61) YES(0.55) GREAT(0.51) OKAY(0.46),YES,False
video_1_77_signer_YES_1,YES GREAT PT_DEM3 LOOK RIGHT,YES(0.85) GREAT(0.70) PT_DEM3(0.59) LOOK(0.57) RIGHT(0.49),YES,False
video_2_71_signer_YES_1,YES RIGHT NS_SALLY LOOK GREAT WHAT,YES(0.85) RIGHT(0.60) NS_SALLY(0.59) LOOK(0.59) GREAT(0.58) WHAT(0.46),YES,False
video_2_80_signer_YES_1,YES RIGHT FINISH GOOD NS_POSSUM WHAT PT_DEM3,YES(0.65) RIGHT(0.55) FINISH(0.55) GOOD(0.54) NS_POSSUM(0.49) WHAT(0.48) PT_DEM3(0.46),YES,False
video_2_100_signer_YES_1,YES PT_DEM3 RIGHT LOOK GOOD GREAT WHAT,YES(0.81) PT_DEM3(0.68) RIGHT(0.61) LOOK(0.60) GOOD(0.59) GREAT(0.54) WHAT(0.50),YES,False
video_2_118_signer_YES_1,NS_POSSUM RIGHT THINK YES PT_PRO1 PT_PRO2 PT_PRO3 CAN WHAT HAVE LUNCH KNOW PT_DEM3 GOOD NOW,NS_POSSUM(0.74) RIGHT(0.73) THINK(0.70) YES(0.67) PT_PRO1(0.62) PT_PRO2(0.60) PT_PRO3(0.60) CAN(0.59) WHAT(0.59) HAVE(0.58) LUNCH(0.57) KNOW(0.56) PT_DEM3(0.52) GOOD(0.46) NOW(0.46),YES,False
video_2_126_signer_YES_1,WHAT NS_POSSUM NS_SALLY HELLO YES GOOD PT_DEM3,WHAT(0.60) NS_POSSUM(0.56) NS_SALLY(0.54) HELLO(0.54) YES(0.51) GOOD(0.47) PT_DEM3(0.47),YES,False
video_3_66_signer_YES_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.90) HELLO(0.78) EVERYONE(0.70) NS_POSSUM(0.50),YES,False
video_3_70_signer_YES_1,YES GOOD RIGHT LOOK PT_DEM3 GREAT WHAT,YES(0.88) GOOD(0.68) RIGHT(0.68) LOOK(0.66) PT_DEM3(0.60) GREAT(0.56) WHAT(0.46),YES,False
video_3_82_signer_YES_1,YES GOOD WHAT RIGHT PT_DEM3 FINISH,YES(0.65) GOOD(0.62) WHAT(0.61) RIGHT(0.58) PT_DEM3(0.57) FINISH(0.54),YES,False
video_4_8_signer_YES_1,YES RIGHT PT_DEM3 WHAT LOOK GREAT NS_SALLY VERY,YES(0.78) RIGHT(0.61) PT_DEM3(0.60) WHAT(0.60) LOOK(0.54) GREAT(0.51) NS_SALLY(0.47) VERY(0.47),YES,False
video_4_49_signer_YES_1,YES GREAT KNOW PT_DEM3 LOOK GOOD,YES(0.81) GREAT(0.80) KNOW(0.79) PT_DEM3(0.72) LOOK(0.61) GOOD(0.51),YES,False
video_4_53_signer_YES_1,BYE HELLO NS_POSSUM EVERYONE,BYE(0.97) HELLO(0.95) NS_POSSUM(0.80) EVERYONE(0.62),YES,False
video_4_82_signer_YES_1,YES RIGHT WHAT DO GREAT PT_DEM3 LOOK NS_POSSUM GOOD,YES(0.89) RIGHT(0.88) WHAT(0.74) DO(0.66) GREAT(0.65) PT_DEM3(0.65) LOOK(0.62) NS_POSSUM(0.57) GOOD(0.56),YES,False
video_4_84_signer_YES_1,YES LOOK NS_SALLY GREAT BYE,YES(0.69) LOOK(0.67) NS_SALLY(0.65) GREAT(0.49) BYE(0.45),YES,False
video_4_95_signer_YES_1,BYE OKAY NS_SALLY LOOK PT_PRO1PL YES HELLO GO,BYE(0.89) OKAY(0.85) NS_SALLY(0.83) LOOK(0.69) PT_PRO1PL(0.57) YES(0.54) HELLO(0.49) GO(0.47),YES,False
video_4_124_signer_YES_1,YES GREAT PT_DEM3 NS_POSSUM WHERE PT_PRO2 LOOK GO PT_PRO3 FINISH,YES(0.74) GREAT(0.64) PT_DEM3(0.60) NS_POSSUM(0.60) WHERE(0.58) PT_PRO2(0.57) LOOK(0.55) GO(0.55) PT_PRO3(0.49) FINISH(0.49),YES,False
video_5_35_signer_YES_1,YES GREAT GOOD WATCH PT_DEM3 RIGHT LOOK FINISH PT_PRO1PL,YES(0.81) GREAT(0.68) GOOD(0.57) WATCH(0.53) PT_DEM3(0.52) RIGHT(0.50) LOOK(0.50) FINISH(0.48) PT_PRO1PL(0.47),YES,False
video_5_62_signer_YES_1,LOOK YES GOOD,LOOK(0.78) YES(0.64) GOOD(0.46),YES,False
video_5_81_signer_YES_1,BYE LOOK,BYE(0.84) LOOK(0.74),YES,False
video_5_90_signer_YES_1,KNOW YES PT_DEM3 GREAT GOOD WHAT,KNOW(0.80) YES(0.72) PT_DEM3(0.66) GREAT(0.63) GOOD(0.49) WHAT(0.47),YES,False
video_5_93_signer_YES_1,OKAY NS_SALLY LOOK BYE GO YES PT_PRO1PL,OKAY(0.67) NS_SALLY(0.66) LOOK(0.57) BYE(0.53) GO(0.50) YES(0.47) PT_PRO1PL(0.45),YES,False
video_5_126_signer_YES_1,WATCH YES LOOK GOOD GREAT PT_PRO1PL,WATCH(0.83) YES(0.83) LOOK(0.69) GOOD(0.53) GREAT(0.49) PT_PRO1PL(0.46),YES,False
video_5_128_signer_YES_1,YES WHAT GOOD RIGHT PT_DEM3 FINISH GREAT LOOK SOFT,YES(0.77) WHAT(0.68) GOOD(0.67) RIGHT(0.63) PT_DEM3(0.54) FINISH(0.51) GREAT(0.47) LOOK(0.46) SOFT(0.45),YES,False
video_6_30_signer_YES_1,LOOK NS_SALLY PT_DEM3 YES GOOD GREAT READY,LOOK(0.75) NS_SALLY(0.71) PT_DEM3(0.67) YES(0.59) GOOD(0.55) GREAT(0.52) READY(0.48),YES,False
video_6_40_signer_YES_1,HELLO BYE NS_SALLY NS_POSSUM,HELLO(0.97) BYE(0.88) NS_SALLY(0.80) NS_POSSUM(0.58),YES,False
video_6_86_signer_YES_1,WHAT PT_DEM3 NS_SALLY KNOW YES GOOD LOOK PT_PRO1 GREAT,WHAT(0.71) PT_DEM3(0.70) NS_SALLY(0.69) KNOW(0.67) YES(0.64) GOOD(0.62) LOOK(0.61) PT_PRO1(0.58) GREAT(0.48),YES,False
video_6_90_signer_YES_1,GOOD FINISH READY WHAT PT_DEM3 YES GREAT LOOK NEXT,GOOD(0.76) FINISH(0.65) READY(0.64) WHAT(0.64) PT_DEM3(0.64) YES(0.63) GREAT(0.58) LOOK(0.58) NEXT(0.46),YES,False
video_6_92_signer_YES_1,LOOK,LOOK(0.92),YES,False
video_6_116_signer_YES_1,BYE HELLO NS_POSSUM EVERYONE,BYE(0.96) HELLO(0.94) NS_POSSUM(0.79) EVERYONE(0.54),YES,False
video_6_124_signer_YES_1,BYE EVERYONE YES HELLO,BYE(0.81) EVERYONE(0.64) YES(0.64) HELLO(0.52),YES,False
video_7_48_signer_YES_1,YES LOOK GREAT GOOD PT_DEM3,YES(0.88) LOOK(0.66) GREAT(0.63) GOOD(0.51) PT_DEM3(0.46),YES,False
video_7_55_signer_YES_1,YES PT_PRO1PL GOOD FINISH KNOW GREAT PT_PRO1 PT_DEM3 WATCH GO NS_SALLY WHAT READY,YES(0.69) PT_PRO1PL(0.62) GOOD(0.60) FINISH(0.59) KNOW(0.58) GREAT(0.56) PT_PRO1(0.53) PT_DEM3(0.53) WATCH(0.51) GO(0.49) NS_SALLY(0.49) WHAT(0.49) READY(0.47),YES,False
video_7_71_signer_YES_1,YES GOOD PT_DEM3 WHAT LOOK RIGHT GREAT NEXT,YES(0.87) GOOD(0.74) PT_DEM3(0.71) WHAT(0.70) LOOK(0.68) RIGHT(0.66) GREAT(0.57) NEXT(0.47),YES,False
video_8_41_signer_YES_1,YES GREAT PT_DEM3 LOOK GOOD,YES(0.79) GREAT(0.67) PT_DEM3(0.64) LOOK(0.63) GOOD(0.48),YES,False
video_9_27_signer_YES_1,NS_POSSUM KNOW CAN PT_PRO2 YES PT_DEM3 GREAT THINK PT_PRO3 GO PT_PRO1,NS_POSSUM(0.75) KNOW(0.69) CAN(0.68) PT_PRO2(0.63) YES(0.59) PT_DEM3(0.58) GREAT(0.57) THINK(0.55) PT_PRO3(0.54) GO(0.54) PT_PRO1(0.52),YES,False
video_9_59_signer_YES_1,YES LOOK GREAT PT_DEM3 GOOD RIGHT,YES(0.79) LOOK(0.68) GREAT(0.63) PT_DEM3(0.60) GOOD(0.54) RIGHT(0.47),YES,False
video_9_80_signer_YES_1,YES WHAT PT_DEM3 GOOD NS_POSSUM RIGHT,YES(0.68) WHAT(0.61) PT_DEM3(0.58) GOOD(0.55) NS_POSSUM(0.50) RIGHT(0.47),YES,False
video_9_85_signer_YES_1,YES WHAT NS_POSSUM FINISH GOOD PT_DEM3,YES(0.56) WHAT(0.55) NS_POSSUM(0.55) FINISH(0.53) GOOD(0.52) PT_DEM3(0.47),YES,False
video_9_86_signer_YES_1,YES RIGHT GOOD PT_DEM3 WHAT LOOK READY GREAT PT_PRO1 NS_SALLY DELICIOUS VERY,YES(0.79) RIGHT(0.62) GOOD(0.61) PT_DEM3(0.60) WHAT(0.57) LOOK(0.55) READY(0.55) GREAT(0.53) PT_PRO1(0.48) NS_SALLY(0.47) DELICIOUS(0.45) VERY(0.45),YES,False
video_9_91_signer_YES_1,YES RIGHT WHAT NS_POSSUM GOOD FINISH PT_DEM3,YES(0.69) RIGHT(0.62) WHAT(0.59) NS_POSSUM(0.56) GOOD(0.55) FINISH(0.50) PT_DEM3(0.46),YES,False
video_10_28_signer_YES_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.95) HELLO(0.83) EVERYONE(0.82) NS_POSSUM(0.47),YES,False
video_10_30_signer_YES_1,YES GREAT LOOK PT_DEM3 KNOW GOOD,YES(0.86) GREAT(0.72) LOOK(0.66) PT_DEM3(0.65) KNOW(0.59) GOOD(0.52),YES,False
video_10_49_signer_YES_1,YES RIGHT GREAT PT_DEM3 NS_POSSUM PT_PRO3 LOOK GOOD,YES(0.88) RIGHT(0.75) GREAT(0.75) PT_DEM3(0.68) NS_POSSUM(0.52) PT_PRO3(0.51) LOOK(0.50) GOOD(0.46),YES,False
video_10_61_signer_YES_1,YES VERY PT_DEM3 LOOK GREAT RIGHT GOOD WHAT,YES(0.85) VERY(0.77) PT_DEM3(0.75) LOOK(0.64) GREAT(0.62) RIGHT(0.56) GOOD(0.52) WHAT(0.46),YES,False
video_10_92_signer_YES_1,YES RIGHT GOOD WHAT GREAT PT_DEM3 LOOK FINISH,YES(0.86) RIGHT(0.77) GOOD(0.74) WHAT(0.66) GREAT(0.61) PT_DEM3(0.61) LOOK(0.54) FINISH(0.51),YES,False
video_11_50_signer_YES_1,HELLO BYE LOOK NS_SALLY,HELLO(0.84) BYE(0.72) LOOK(0.49) NS_SALLY(0.47),YES,False
video_11_53_signer_YES_1,WATCH LOOK YES,WATCH(0.70) LOOK(0.70) YES(0.56),YES,False
video_11_57_signer_YES_1,HELLO NS_POSSUM NS_SALLY BYE,HELLO(0.98) NS_POSSUM(0.85) NS_SALLY(0.79) BYE(0.74),YES,False
video_11_60_signer_YES_1,BYE NS_POSSUM GREAT HELLO YES PT_DEM3 LOOK GO PT_PRO2,BYE(0.72) NS_POSSUM(0.69) GREAT(0.69) HELLO(0.65) YES(0.64) PT_DEM3(0.63) LOOK(0.51) GO(0.50) PT_PRO2(0.47),YES,False
video_11_71_signer_YES_1,NS_SALLY PT_DEM3 WHAT LOOK YES READY GREAT,NS_SALLY(0.63) PT_DEM3(0.63) WHAT(0.60) LOOK(0.60) YES(0.55) READY(0.55) GREAT(0.52),YES,False
video_11_89_signer_YES_1,READY GOOD WHAT FINISH NEXT PT_DEM3 KNOW YES PT_PRO1 MAKE,READY(0.68) GOOD(0.65) WHAT(0.61) FINISH(0.60) NEXT(0.60) PT_DEM3(0.56) KNOW(0.55) YES(0.49) PT_PRO1(0.48) MAKE(0.46),YES,False
video_11_115_signer_YES_1,YES GOOD PT_DEM3 WHAT KNOW FINISH GREAT LOOK PT_PRO1,YES(0.65) GOOD(0.64) PT_DEM3(0.63) WHAT(0.60) KNOW(0.56) FINISH(0.54) GREAT(0.50) LOOK(0.50) PT_PRO1(0.47),YES,False
video_13_36_signer_YES_1,LOOK,LOOK(0.90),YES,False
video_13_63_signer_YES_1,YES WHERE GREAT PT_DEM3 KNOW THINK LOOK PT_PRO3PL,YES(0.77) WHERE(0.69) GREAT(0.58) PT_DEM3(0.58) KNOW(0.55) THINK(0.49) LOOK(0.47) PT_PRO3PL(0.46),YES,False
video_13_69_signer_YES_1,KNOW YES WHAT PT_PRO1 PT_DEM3 GOOD NS_SALLY,KNOW(0.78) YES(0.66) WHAT(0.63) PT_PRO1(0.57) PT_DEM3(0.56) GOOD(0.55) NS_SALLY(0.50),YES,False
video_13_78_signer_YES_1,YES GOOD LOOK PT_DEM3 GREAT WHAT RIGHT,YES(0.82) GOOD(0.74) LOOK(0.63) PT_DEM3(0.62) GREAT(0.45) WHAT(0.45) RIGHT(0.45),YES,False
video_13_81_signer_YES_1,BYE YES OKAY LOOK RIGHT,BYE(0.84) YES(0.72) OKAY(0.53) LOOK(0.51) RIGHT(0.45),YES,False
video_13_109_signer_YES_1,LOOK NS_SALLY YES PT_DEM3 WHAT,LOOK(0.64) NS_SALLY(0.61) YES(0.60) PT_DEM3(0.53) WHAT(0.49),YES,False
video_13_133_signer_YES_1,YES RIGHT GREAT PT_DEM3 GOOD LOOK,YES(0.86) RIGHT(0.63) GREAT(0.59) PT_DEM3(0.57) GOOD(0.57) LOOK(0.54),YES,False
video_13_135_signer_YES_1,LOOK YES WHAT GOOD PT_DEM3 NS_SALLY GREAT,LOOK(0.74) YES(0.68) WHAT(0.60) GOOD(0.59) PT_DEM3(0.55) NS_SALLY(0.47) GREAT(0.46),YES,False
video_13_149_signer_YES_1,NS_SALLY WHAT YES PT_DEM3 LOOK,NS_SALLY(0.77) WHAT(0.59) YES(0.53) PT_DEM3(0.47) LOOK(0.47),YES,False
video_14_52_signer_YES_1,YES GOOD WHAT LOOK PT_DEM3 RIGHT GREAT,YES(0.87) GOOD(0.79) WHAT(0.67) LOOK(0.65) PT_DEM3(0.63) RIGHT(0.61) GREAT(0.50),YES,False
video_14_79_signer_YES_1,BYE EVERYONE YES HELLO NS_POSSUM CAN,BYE(0.83) EVERYONE(0.72) YES(0.60) HELLO(0.56) NS_POSSUM(0.51) CAN(0.46),YES,False
video_14_82_signer_YES_1,LOOK,LOOK(0.85),YES,False
video_15_47_signer_YES_1,YES KNOW,YES(0.67) KNOW(0.52),YES,False
video_1_1_signer_LOOK_1,LOOK,LOOK(1.00),LOOK,True
video_1_59_signer_LOOK_1,PT_DEM3 GREAT YES WHAT GOOD LOOK NEXT READY WATCH FINISH DO PT_PRO1PL,PT_DEM3(0.73) GREAT(0.71) YES(0.70) WHAT(0.69) GOOD(0.64) LOOK(0.62) NEXT(0.59) READY(0.54) WATCH(0.53) FINISH(0.53) DO(0.52) PT_PRO1PL(0.51),LOOK,False
video_1_67_signer_LOOK_1,YES NS_SALLY PT_DEM3 GOOD READY WHAT GREAT LOOK PT_PRO1PL,YES(0.60) NS_SALLY(0.59) PT_DEM3(0.57) GOOD(0.55) READY(0.52) WHAT(0.51) GREAT(0.50) LOOK(0.50) PT_PRO1PL(0.48),LOOK,False
video_1_73_signer_LOOK_1,BYE NS_AMANDA PT_PRO1PL TIME GOOD FINISH KNOW EVERYONE YES CORRECT GO SEE PT_DEM3 OKAY,BYE(0.70) NS_AMANDA(0.60) PT_PRO1PL(0.58) TIME(0.58) GOOD(0.58) FINISH(0.57) KNOW(0.56) EVERYONE(0.55) YES(0.53) CORRECT(0.51) GO(0.51) SEE(0.49) PT_DEM3(0.48) OKAY(0.45),LOOK,False
video_1_85_signer_LOOK_1,BYE GO OKAY NS_POSSUM EVERYONE HELLO YES GREAT,BYE(0.89) GO(0.61) OKAY(0.61) NS_POSSUM(0.58) EVERYONE(0.51) HELLO(0.51) YES(0.49) GREAT(0.45),LOOK,False
video_1_86_signer_LOOK_1,TIME CAN YES PT_PRO2 GO BYE KNOW NS_POSSUM FINISH GOOD PT_DEM3 RIGHT PT_PRO1 PT_PRO1PL,TIME(0.65) CAN(0.64) YES(0.59) PT_PRO2(0.58) GO(0.56) BYE(0.51) KNOW(0.51) NS_POSSUM(0.50) FINISH(0.50) GOOD(0.49) PT_DEM3(0.47) RIGHT(0.47) PT_PRO1(0.46) PT_PRO1PL(0.45),LOOK,False
video_3_7_signer_LOOK_1,BYE HELLO NS_SALLY NS_POSSUM,BYE(0.93) HELLO(0.92) NS_SALLY(0.77) NS_POSSUM(0.69),LOOK,False
video_3_8_signer_LOOK_1,NS_POSSUM WHAT GOOD HELLO,NS_POSSUM(0.62) WHAT(0.59) GOOD(0.53) HELLO(0.47),LOOK,False
video_3_13_signer_LOOK_1,YES WHAT KNOW NS_SALLY LOOK GOOD PT_DEM3 GREAT,YES(0.80) WHAT(0.70) KNOW(0.65) NS_SALLY(0.59) LOOK(0.59) GOOD(0.56) PT_DEM3(0.55) GREAT(0.50),LOOK,False
video_3_46_signer_LOOK_1,BYE EVERYONE HELLO,BYE(0.67) EVERYONE(0.56) HELLO(0.54),LOOK,False
video_4_44_signer_LOOK_1,YES GOOD PT_DEM3 LOOK GREAT RIGHT WHAT,YES(0.90) GOOD(0.72) PT_DEM3(0.69) LOOK(0.68) GREAT(0.68) RIGHT(0.61) WHAT(0.48),LOOK,False
video_4_56_signer_LOOK_1,YES KNOW LOOK GREAT PT_DEM3 GOOD WHAT,YES(0.83) KNOW(0.81) LOOK(0.73) GREAT(0.73) PT_DEM3(0.71) GOOD(0.55) WHAT(0.48),LOOK,False
video_4_121_signer_LOOK_1,KNOW YES PT_DEM3 LOOK GREAT,KNOW(0.72) YES(0.65) PT_DEM3(0.63) LOOK(0.50) GREAT(0.49),LOOK,False
video_5_8_signer_LOOK_1,BYE HELLO EVERYONE,BYE(0.97) HELLO(0.78) EVERYONE(0.75),LOOK,False
video_5_70_signer_LOOK_1,BYE CAN NS_POSSUM YES GO PT_PRO2 FUTURE SOCCER RIGHT PT_PRO1PL PT_DEM3 KNOW READY,BYE(0.75) CAN(0.69) NS_POSSUM(0.64) YES(0.58) GO(0.54) PT_PRO2(0.53) FUTURE(0.51) SOCCER(0.50) RIGHT(0.50) PT_PRO1PL(0.49) PT_DEM3(0.49) KNOW(0.45) READY(0.45),LOOK,False
video_7_22_signer_LOOK_1,GOOD FINISH YES KNOW WHAT WATCH PT_PRO1PL WELL THAT,GOOD(0.69) FINISH(0.62) YES(0.57) KNOW(0.57) WHAT(0.57) WATCH(0.51) PT_PRO1PL(0.49) WELL(0.49) THAT(0.49),LOOK,False
video_7_38_signer_LOOK_1,PT_DEM3 YES GREAT LOOK KNOW GOOD WHAT,PT_DEM3(0.81) YES(0.80) GREAT(0.71) LOOK(0.66) KNOW(0.60) GOOD(0.53) WHAT(0.45),LOOK,False
video_7_53_signer_LOOK_1,YES GOOD WHAT WATCH KNOW GREAT FINISH PT_DEM3,YES(0.74) GOOD(0.69) WHAT(0.53) WATCH(0.53) KNOW(0.52) GREAT(0.51) FINISH(0.49) PT_DEM3(0.47),LOOK,False
video_9_36_signer_LOOK_1,YES GOOD FINISH GREAT PT_DEM3 READY LOOK WHAT,YES(0.75) GOOD(0.66) FINISH(0.59) GREAT(0.57) PT_DEM3(0.57) READY(0.55) LOOK(0.55) WHAT(0.49),LOOK,False
video_2_72_signer_THINK_1,EVERYONE BYE KNOW HELLO NS_POSSUM CAN GO,EVERYONE(0.85) BYE(0.84) KNOW(0.62) HELLO(0.55) NS_POSSUM(0.50) CAN(0.47) GO(0.45),THINK,False
video_2_88_signer_THINK_1,YES GOOD WHAT PT_DEM3 RIGHT FINISH LOOK,YES(0.77) GOOD(0.74) WHAT(0.65) PT_DEM3(0.55) RIGHT(0.55) FINISH(0.55) LOOK(0.47),THINK,False
video_4_15_signer_THINK_1,KNOW BYE SEE EVERYONE GO PT_DEM3 PT_PRO1 CORRECT YES PT_PRO1PL,KNOW(0.75) BYE(0.74) SEE(0.65) EVERYONE(0.61) GO(0.57) PT_DEM3(0.51) PT_PRO1(0.51) CORRECT(0.49) YES(0.46) PT_PRO1PL(0.45),THINK,False
video_4_25_signer_THINK_1,YES PT_DEM3 LOOK PT_PRO3PL KNOW GREAT,YES(0.72) PT_DEM3(0.64) LOOK(0.59) PT_PRO3PL(0.59) KNOW(0.58) GREAT(0.55),THINK,False
video_4_26_signer_THINK_1,BYE YES PT_DEM3 GO NS_POSSUM LOOK,BYE(0.58) YES(0.57) PT_DEM3(0.51) GO(0.49) NS_POSSUM(0.49) LOOK(0.48),THINK,False
video_4_57_signer_THINK_1,BYE EVERYONE HELLO LOOK,BYE(0.99) EVERYONE(0.74) HELLO(0.65) LOOK(0.47),THINK,False
video_5_73_signer_THINK_1,CAN SEE NS_POSSUM PT_PRO2 GO KNOW BYE LOOK PT_DEM3 PT_PRO1PL OUTSIDE YES THINK PT_PRO1,CAN(0.84) SEE(0.73) NS_POSSUM(0.72) PT_PRO2(0.71) GO(0.63) KNOW(0.62) BYE(0.61) LOOK(0.55) PT_DEM3(0.51) PT_PRO1PL(0.49) OUTSIDE(0.49) YES(0.49) THINK(0.46) PT_PRO1(0.46),THINK,False
video_6_25_signer_THINK_1,PT_DEM3 YES LOOK WHAT GREAT RIGHT GOOD,PT_DEM3(0.66) YES(0.66) LOOK(0.60) WHAT(0.49) GREAT(0.49) RIGHT(0.48) GOOD(0.47),THINK,False
video_6_48_signer_THINK_1,KNOW WHERE GO PT_DEM3 CAN PT_PRO1 SEE THINK YES PT_PRO2 GREAT,KNOW(0.87) WHERE(0.58) GO(0.57) PT_DEM3(0.55) CAN(0.55) PT_PRO1(0.54) SEE(0.53) THINK(0.52) YES(0.52) PT_PRO2(0.49) GREAT(0.47),THINK,False
video_6_71_signer_THINK_1,BYE SEE LOOK,BYE(0.83) SEE(0.75) LOOK(0.70),THINK,False
video_7_46_signer_THINK_1,EVERYONE KNOW BYE HELLO GREAT,EVERYONE(0.86) KNOW(0.80) BYE(0.56) HELLO(0.50) GREAT(0.46),THINK,False
video_8_30_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.93) HELLO(0.83),THINK,False
video_8_31_signer_THINK_1,KNOW EVERYONE PT_DEM3 PT_PRO1 GREAT YES NS_POSSUM,KNOW(0.89) EVERYONE(0.76) PT_DEM3(0.57) PT_PRO1(0.55) GREAT(0.52) YES(0.51) NS_POSSUM(0.47),THINK,False
video_10_93_signer_THINK_1,CAN KNOW BYE YES RIGHT GO PT_DEM3 PT_PRO2 PT_PRO1 SEE OKAY NS_POSSUM TIME,CAN(0.66) KNOW(0.61) BYE(0.60) YES(0.58) RIGHT(0.54) GO(0.53) PT_DEM3(0.52) PT_PRO2(0.52) PT_PRO1(0.49) SEE(0.48) OKAY(0.48) NS_POSSUM(0.47) TIME(0.46),THINK,False
video_11_17_signer_THINK_1,BYE EVERYONE HELLO,BYE(0.93) EVERYONE(0.55) HELLO(0.53),THINK,False
