clip,predicted_glosses,predicted_with_confidence,ground_truth
video_20_114,PT_PRO2 NS_SALLY CAN WHAT PT_DEM3 YES PT_PRO1 NS_POSSUM BUT HAVE RIGHT NOW LOOK NEED PT_POSS2 MAKE WANT PT_PRO3 GREAT PUT PT_PRO1PL PT_POSS1 LIKE GO WHY,PT_PRO2(0.64) NS_SALLY(0.63) CAN(0.62) WHAT(0.59) PT_DEM3(0.59) YES(0.58) PT_PRO1(0.57) NS_POSSUM(0.55) BUT(0.54) HAVE(0.53) RIGHT(0.52) NOW(0.51) LOOK(0.47) NEED(0.47) PT_POSS2(0.47) MAKE(0.45) WANT(0.45) PT_PRO3(0.45) GREAT(0.43) PUT(0.42) PT_PRO1PL(0.42) PT_POSS1(0.41) LIKE(0.41) GO(0.40) WHY(0.38),WHAT
video_20_120,LOOK NS_POSSUM NS_SALLY PT_PRO2 GO HELLO COME YES PT_LOC PT_PRO1 PT_DEM3 CAN WHAT PT_PRO3 NS_SKIP KNOW WANT RIGHT HAVE HERE PT_POSS2 SEE GREAT PUT PT_POSS1 DO ONE WAIT GOOD COME-ON NOW WHY THINK INSIDE PT_PRO1PL THERE NO STOP,LOOK(0.68) NS_POSSUM(0.64) NS_SALLY(0.62) PT_PRO2(0.57) GO(0.56) HELLO(0.55) COME(0.54) YES(0.54) PT_LOC(0.54) PT_PRO1(0.54) PT_DEM3(0.53) CAN(0.51) WHAT(0.49) PT_PRO3(0.48) NS_SKIP(0.47) KNOW(0.46) WANT(0.46) RIGHT(0.46) HAVE(0.46) HERE(0.45) PT_POSS2(0.45) SEE(0.44) GREAT(0.43) PUT(0.43) PT_POSS1(0.42) DO(0.41) ONE(0.41) WAIT(0.41) GOOD(0.40) COME-ON(0.39) NOW(0.39) WHY(0.38) THINK(0.38) INSIDE(0.37) PT_PRO1PL(0.37) THERE(0.37) NO(0.36) STOP(0.36),FUNNY MUCH NS_POSSUM PT_PRO2
video_20_124,PT_LOC HERE NS_POSSUM LOOK NS_SALLY PT_POSS1 NOW GO PT_PRO2 PT_DEM3 PT_PRO1 PT_PRO3 COME PT_PRO1PL TREE SEE CAN WHAT HELLO UP NS_AMANDA GREAT PT_POSS2 NS_SKIP YES HAVE,PT_LOC(0.68) HERE(0.66) NS_POSSUM(0.63) LOOK(0.60) NS_SALLY(0.57) PT_POSS1(0.55) NOW(0.54) GO(0.52) PT_PRO2(0.51) PT_DEM3(0.51) PT_PRO1(0.50) PT_PRO3(0.50) COME(0.49) PT_PRO1PL(0.46) TREE(0.46) SEE(0.45) CAN(0.45) WHAT(0.42) HELLO(0.40) UP(0.40) NS_AMANDA(0.39) GREAT(0.39) PT_POSS2(0.38) NS_SKIP(0.38) YES(0.37) HAVE(0.36),LOOK PT_PRO1 PT_PRO2 SHOW
video_21_3,NS_SALLY PT_PRO1,NS_SALLY(1.00) PT_PRO1(1.00),NS_SALLY PT_PRO1
video_21_43,NOW PT_DEM3 GREAT NS_SALLY PUT PT_PRO1PL WHAT NEED PLEASE ONE LOOK MAKE FINISH CAN BUTTER OK READY RIGHT YES MORE PT_LOC,NOW(0.79) PT_DEM3(0.69) GREAT(0.64) NS_SALLY(0.64) PUT(0.57) PT_PRO1PL(0.56) WHAT(0.55) NEED(0.54) PLEASE(0.54) ONE(0.54) LOOK(0.54) MAKE(0.51) FINISH(0.45) CAN(0.45) BUTTER(0.45) OK(0.42) READY(0.42) RIGHT(0.41) YES(0.40) MORE(0.39) PT_LOC(0.37),HEAVY PT_DEM3
video_21_78,PT_DEM3 WHAT NOW GREAT RIGHT PT_PRO1PL YES LOOK PT_PRO2 PLEASE CAN GOOD ONE,PT_DEM3(0.72) WHAT(0.62) NOW(0.62) GREAT(0.56) RIGHT(0.56) PT_PRO1PL(0.50) YES(0.47) LOOK(0.46) PT_PRO2(0.43) PLEASE(0.42) CAN(0.38) GOOD(0.36) ONE(0.36),FRIDGE IN PT_PRO1 PUT
video_21_86,GREAT YES PT_DEM3 RIGHT WHAT NEXT NS_POSSUM PT_PRO2 WATCH GOOD NOW,GREAT(0.85) YES(0.67) PT_DEM3(0.65) RIGHT(0.62) WHAT(0.60) NEXT(0.55) NS_POSSUM(0.46) PT_PRO2(0.44) WATCH(0.44) GOOD(0.40) NOW(0.37),HEAVY
video_21_102,MAKE PT_PRO1 HAVE NS_POSSUM CAN PT_PRO3 PT_PRO2 NEED BUT GO THINK PT_PRO1PL PT_POSS1 SEE KNOW NOT THING VERY PT_DEM3 LOVE NOW PT_PRO3PL MANY SOMETHING GOOD WHAT LIKE,MAKE(0.76) PT_PRO1(0.71) HAVE(0.71) NS_POSSUM(0.61) CAN(0.60) PT_PRO3(0.60) PT_PRO2(0.59) NEED(0.59) BUT(0.59) GO(0.55) THINK(0.55) PT_PRO1PL(0.54) PT_POSS1(0.53) SEE(0.52) KNOW(0.50) NOT(0.49) THING(0.48) VERY(0.47) PT_DEM3(0.46) LOVE(0.46) NOW(0.46) PT_PRO3PL(0.42) MANY(0.42) SOMETHING(0.40) GOOD(0.39) WHAT(0.39) LIKE(0.37),ALSO SOON THAT USE
video_21_113,MAKE NEED PT_PRO1 PT_POSS1 PT_DEM3 NOW PT_PRO1PL YES VERY HAVE MORE GREAT NS_SALLY WANT WHAT PT_PRO2 GOOD NS_POSSUM LIKE PT_PRO3 CAN RIGHT GO LOVE PUT DO,MAKE(0.61) NEED(0.58) PT_PRO1(0.56) PT_POSS1(0.55) PT_DEM3(0.54) NOW(0.54) PT_PRO1PL(0.54) YES(0.50) VERY(0.48) HAVE(0.47) MORE(0.47) GREAT(0.47) NS_SALLY(0.47) WANT(0.46) WHAT(0.46) PT_PRO2(0.44) GOOD(0.44) NS_POSSUM(0.44) LIKE(0.44) PT_PRO3(0.43) CAN(0.42) RIGHT(0.41) GO(0.41) LOVE(0.39) PUT(0.38) DO(0.37),EVERYTHING HAVE NEED PT_PRO1 THINK
video_21_118,NS_SALLY GREAT LOOK PT_DEM3 YES PT_PRO1 WHAT NS_POSSUM GO HAVE PT_PRO2 NOW PT_POSS2 PT_PRO1PL PT_PRO3 PT_POSS1 WANT READY NO RIGHT CAN,NS_SALLY(0.70) GREAT(0.60) LOOK(0.57) PT_DEM3(0.55) YES(0.51) PT_PRO1(0.51) WHAT(0.47) NS_POSSUM(0.46) GO(0.46) HAVE(0.45) PT_PRO2(0.45) NOW(0.43) PT_POSS2(0.41) PT_PRO1PL(0.41) PT_PRO3(0.39) PT_POSS1(0.39) WANT(0.38) READY(0.37) NO(0.37) RIGHT(0.36) CAN(0.36),HOW WHAT
video_21_130,PUT NOW GO PLEASE PT_PRO1PL PT_LOC CAN NEED PT_DEM3 PT_PRO2 LOOK ALL NS_POSSUM GET HERE PT_PRO1 PT_PRO3 PT_POSS2 PT_POSS1 HAVE DO INSIDE WANT OVER ONE MAKE,PUT(0.75) NOW(0.74) GO(0.67) PLEASE(0.67) PT_PRO1PL(0.62) PT_LOC(0.59) CAN(0.59) NEED(0.57) PT_DEM3(0.56) PT_PRO2(0.55) LOOK(0.55) ALL(0.54) NS_POSSUM(0.54) GET(0.49) HERE(0.48) PT_PRO1(0.46) PT_PRO3(0.45) PT_POSS2(0.42) PT_POSS1(0.41) HAVE(0.40) DO(0.39) INSIDE(0.39) WANT(0.39) OVER(0.36) ONE(0.36) MAKE(0.35),PLEASE PT_PRO3PL PUT
video_21_133,MAKE NEED USE EGG PT_PRO1PL CAN HAVE PT_PRO1 NOW LOVE TOOL PT_PRO2 PT_POSS2 PT_DEM3 PT_POSS1 NS_SALLY PT_PRO3 GET HAND HOW CALL FOLD GO SEED THING LIKE MEAN HELP WILL BUT AND WHAT,MAKE(0.80) NEED(0.74) USE(0.68) EGG(0.68) PT_PRO1PL(0.62) CAN(0.60) HAVE(0.60) PT_PRO1(0.58) NOW(0.57) LOVE(0.56) TOOL(0.55) PT_PRO2(0.54) PT_POSS2(0.53) PT_DEM3(0.52) PT_POSS1(0.51) NS_SALLY(0.49) PT_PRO3(0.48) GET(0.47) HAND(0.47) HOW(0.44) CALL(0.44) FOLD(0.44) GO(0.43) SEED(0.43) THING(0.43) LIKE(0.42) MEAN(0.39) HELP(0.39) WILL(0.38) BUT(0.36) AND(0.36) WHAT(0.35),NEED
video_21_152,GREAT YES PT_DEM3 RIGHT WHAT NS_SALLY GOOD PT_PRO1,GREAT(0.84) YES(0.81) PT_DEM3(0.66) RIGHT(0.60) WHAT(0.60) NS_SALLY(0.49) GOOD(0.45) PT_PRO1(0.37),FRIDGE
video_21_155,YES PT_PRO2 GO PT_PRO3 PT_PRO1 CAN NS_POSSUM NOW WANT PT_PRO1PL PT_DEM3 LOOK WILL HAVE PT_POSS1 WHAT RIGHT NOT LIKE LOVELY WHY TRY DO GREAT PT_PRO3PL VERY PUT KNOW NS_SALLY THINK SEE GOOD FINISH MAKE GET PT_POSS2,YES(0.62) PT_PRO2(0.59) GO(0.58) PT_PRO3(0.57) PT_PRO1(0.56) CAN(0.56) NS_POSSUM(0.54) NOW(0.54) WANT(0.53) PT_PRO1PL(0.52) PT_DEM3(0.51) LOOK(0.50) WILL(0.48) HAVE(0.46) PT_POSS1(0.46) WHAT(0.44) RIGHT(0.44) NOT(0.44) LIKE(0.44) LOVELY(0.43) WHY(0.43) TRY(0.42) DO(0.42) GREAT(0.40) PT_PRO3PL(0.40) VERY(0.40) PUT(0.40) KNOW(0.40) NS_SALLY(0.39) THINK(0.39) SEE(0.39) GOOD(0.38) FINISH(0.37) MAKE(0.36) GET(0.36) PT_POSS2(0.36),NS_POSSUM RIGHT
video_21_163,YES RIGHT GREAT PT_DEM3 WHAT PT_PRO2 LOOK NS_POSSUM GOOD LOVELY PT_PRO3 CAN DO PT_PRO1 PT_PRO1PL NOW SEE BEAUTIFUL HAVE,YES(0.70) RIGHT(0.63) GREAT(0.62) PT_DEM3(0.61) WHAT(0.59) PT_PRO2(0.56) LOOK(0.49) NS_POSSUM(0.48) GOOD(0.46) LOVELY(0.44) PT_PRO3(0.44) CAN(0.43) DO(0.40) PT_PRO1(0.40) PT_PRO1PL(0.39) NOW(0.38) SEE(0.36) BEAUTIFUL(0.35) HAVE(0.35),LOOK VERY
video_22_16,YES NS_POSSUM NS_SALLY PT_PRO1 GREAT WHAT WANT GO PT_PRO2 VERY PT_PRO3 NO PT_DEM3 GOOD WHERE PLAY RIGHT PT_POSS1 NOW CAN PT_PRO1PL NOT LOOK LIKE,YES(0.68) NS_POSSUM(0.63) NS_SALLY(0.62) PT_PRO1(0.58) GREAT(0.57) WHAT(0.56) WANT(0.52) GO(0.52) PT_PRO2(0.52) VERY(0.51) PT_PRO3(0.50) NO(0.48) PT_DEM3(0.46) GOOD(0.42) WHERE(0.42) PLAY(0.41) RIGHT(0.41) PT_POSS1(0.40) NOW(0.38) CAN(0.38) PT_PRO1PL(0.37) NOT(0.36) LOOK(0.35) LIKE(0.35),NS_SALLY PT_PRO2
video_22_21,YES IDEA FUNNY LOOK WHAT PT_DEM3 KNOW PT_PRO3 GREAT PT_PRO2 RIGHT NS_POSSUM PT_PRO1 CAN DO BEAUTIFUL HAVE SEE LOVELY FUN,YES(0.74) IDEA(0.70) FUNNY(0.68) LOOK(0.66) WHAT(0.63) PT_DEM3(0.57) KNOW(0.57) PT_PRO3(0.56) GREAT(0.54) PT_PRO2(0.51) RIGHT(0.51) NS_POSSUM(0.50) PT_PRO1(0.48) CAN(0.47) DO(0.46) BEAUTIFUL(0.44) HAVE(0.43) SEE(0.40) LOVELY(0.39) FUN(0.35),GOOD PT_DEM3 THANK-YOU
video_22_42,GO PT_PRO1 CAN PT_PRO3 PUT NOW PT_PRO1PL MAKE WILL HAVE NEED PT_PRO2 WANT HELP GET WATER THINK PT_POSS1 INSIDE THING SHOP THEN KNOW PT_POSS2 LIKE BUT KITCHEN SEE VERY NS_POSSUM FUTURE NOT PT_PRO3PL COME OUTSIDE PT_DEM3 EAT GROW USE GARDEN TRY DO ALL BECAUSE CHECK LOVE FOOD,GO(0.76) PT_PRO1(0.75) CAN(0.74) PT_PRO3(0.73) PUT(0.66) NOW(0.66) PT_PRO1PL(0.66) MAKE(0.66) WILL(0.65) HAVE(0.65) NEED(0.65) PT_PRO2(0.64) WANT(0.63) HELP(0.62) GET(0.60) WATER(0.59) THINK(0.57) PT_POSS1(0.56) INSIDE(0.56) THING(0.55) SHOP(0.55) THEN(0.54) KNOW(0.53) PT_POSS2(0.51) LIKE(0.50) BUT(0.50) KITCHEN(0.49) SEE(0.49) VERY(0.49) NS_POSSUM(0.48) FUTURE(0.46) NOT(0.45) PT_PRO3PL(0.44) COME(0.44) OUTSIDE(0.42) PT_DEM3(0.40) EAT(0.40) GROW(0.40) USE(0.39) GARDEN(0.38) TRY(0.38) DO(0.38) ALL(0.38) BECAUSE(0.37) CHECK(0.37) LOVE(0.36) FOOD(0.35),LETTER NEED NOT PT_PRO1 PT_PRO2 WRITE
video_22_51,NS_SALLY CAN BUT PT_PRO1 SEE HAVE PT_PRO2 KNOW PT_PRO3 WHAT THINK PT_DEM3 PT_POSS2 PT_POSS1 LOOK NOT NS_POSSUM YES GET NOW GO VERY TREE PT_PRO1PL GREAT LIKE ONE MANY BEAUTIFUL,NS_SALLY(0.68) CAN(0.67) BUT(0.66) PT_PRO1(0.65) SEE(0.64) HAVE(0.61) PT_PRO2(0.60) KNOW(0.57) PT_PRO3(0.56) WHAT(0.56) THINK(0.54) PT_DEM3(0.54) PT_POSS2(0.54) PT_POSS1(0.53) LOOK(0.53) NOT(0.51) NS_POSSUM(0.50) YES(0.50) GET(0.47) NOW(0.46) GO(0.44) VERY(0.43) TREE(0.42) PT_PRO1PL(0.38) GREAT(0.37) LIKE(0.37) ONE(0.37) MANY(0.37) BEAUTIFUL(0.35),MAKE NEED NOW NS_POSSUM REMEMBER SAY SIGN TREE
video_22_59,GREAT OKAY WATCH RIGHT YES YEAH LOOK GOOD PT_DEM3 OK WHAT,GREAT(0.93) OKAY(0.78) WATCH(0.75) RIGHT(0.74) YES(0.72) YEAH(0.67) LOOK(0.62) GOOD(0.61) PT_DEM3(0.58) OK(0.51) WHAT(0.43),ALL LOOK
video_22_60,YES GREAT WHAT PT_DEM3 PT_PRO1 NS_POSSUM LOOK GOOD NO NS_SALLY RIGHT KNOW PT_PRO2 VERY PT_PRO3 PT_PRO1PL GO HAVE IDEA DO,YES(0.71) GREAT(0.60) WHAT(0.53) PT_DEM3(0.52) PT_PRO1(0.51) NS_POSSUM(0.50) LOOK(0.49) GOOD(0.49) NO(0.48) NS_SALLY(0.47) RIGHT(0.45) KNOW(0.43) PT_PRO2(0.42) VERY(0.41) PT_PRO3(0.40) PT_PRO1PL(0.39) GO(0.39) HAVE(0.37) IDEA(0.37) DO(0.35),MANY THERE YES
video_22_113,YES PT_DEM3 GREAT RIGHT GOOD LOOK VERY NS_POSSUM WHAT HAVE PT_PRO2 SEE PT_POSS1 PT_PRO1 NOW NEED NOT PT_PRO1PL LOVELY PT_PRO3 KNOW PT_PRO3PL,YES(0.61) PT_DEM3(0.61) GREAT(0.55) RIGHT(0.52) GOOD(0.50) LOOK(0.50) VERY(0.47) NS_POSSUM(0.47) WHAT(0.47) HAVE(0.46) PT_PRO2(0.44) SEE(0.44) PT_POSS1(0.43) PT_PRO1(0.43) NOW(0.42) NEED(0.42) NOT(0.41) PT_PRO1PL(0.40) LOVELY(0.39) PT_PRO3(0.39) KNOW(0.38) PT_PRO3PL(0.37),KNOW PT_PRO3 WILL
video_22_120,GREAT YES OK OKAY RIGHT PT_DEM3 LOOK GOOD WATCH,GREAT(0.97) YES(0.82) OK(0.77) OKAY(0.68) RIGHT(0.65) PT_DEM3(0.57) LOOK(0.55) GOOD(0.36) WATCH(0.36),LOVELY PT_DEM3
video_22_165,GO NOW PT_PRO3 COME YES NS_SALLY PT_PRO1PL THANK-YOU PT_POSS2 PT_PRO2 PT_LOC PT_PRO1 GREAT LOOK HERE PT_POSS1 CAN PT_DEM3 FINISH NS_JAY NS_SKIP MUCH HELLO NS_AMANDA,GO(0.61) NOW(0.61) PT_PRO3(0.60) COME(0.57) YES(0.56) NS_SALLY(0.55) PT_PRO1PL(0.52) THANK-YOU(0.51) PT_POSS2(0.50) PT_PRO2(0.50) PT_LOC(0.49) PT_PRO1(0.49) GREAT(0.48) LOOK(0.48) HERE(0.47) PT_POSS1(0.45) CAN(0.43) PT_DEM3(0.41) FINISH(0.41) NS_JAY(0.37) NS_SKIP(0.36) MUCH(0.36) HELLO(0.36) NS_AMANDA(0.35),LOVELY PT_PRO2 SEE TWO
video_22_189,LOOK PT_DEM3 WHAT GREAT RIGHT NOW,LOOK(0.74) PT_DEM3(0.68) WHAT(0.59) GREAT(0.47) RIGHT(0.40) NOW(0.35),NS_POSSUM PT_PRO2
video_22_194,PT_POSS1 NS_POSSUM LOOK PT_PRO1 TREE PT_DEM3 HAVE PT_PRO2 GO NS_SALLY NOW KNOW PT_PRO3 CAN PT_POSS2 NO GREAT PT_PRO1PL PT_LOC YES NS_SKIP,PT_POSS1(0.70) NS_POSSUM(0.65) LOOK(0.61) PT_PRO1(0.60) TREE(0.57) PT_DEM3(0.54) HAVE(0.51) PT_PRO2(0.50) GO(0.49) NS_SALLY(0.49) NOW(0.48) KNOW(0.47) PT_PRO3(0.47) CAN(0.43) PT_POSS2(0.41) NO(0.41) GREAT(0.40) PT_PRO1PL(0.37) PT_LOC(0.37) YES(0.36) NS_SKIP(0.36),BYE NS_AMANDA THANK
video_22_218,TIME SEE FINISH PT_PRO2 NEXT NOW,TIME(1.00) SEE(1.00) FINISH(0.98) PT_PRO2(0.93) NEXT(0.91) NOW(0.40),FINISH PT_PRO1PL TIME WELL
video_22_222,PT_PRO1PL NOW GO PT_PRO2 NS_POSSUM PT_DEM3 HERE GREAT PLEASE PUT CAN PT_PRO3 PT_LOC GET WHAT LOOK PT_PRO1 WANT DO NEED COME YES HAVE INSIDE WILL READY OK RIGHT HELP,PT_PRO1PL(0.59) NOW(0.57) GO(0.55) PT_PRO2(0.54) NS_POSSUM(0.53) PT_DEM3(0.50) HERE(0.49) GREAT(0.48) PLEASE(0.46) PUT(0.46) CAN(0.45) PT_PRO3(0.45) PT_LOC(0.45) GET(0.44) WHAT(0.44) LOOK(0.43) PT_PRO1(0.42) WANT(0.42) DO(0.41) NEED(0.40) COME(0.40) YES(0.39) HAVE(0.38) INSIDE(0.38) WILL(0.37) READY(0.36) OK(0.36) RIGHT(0.35) HELP(0.35),LOOK NS_SALLY
video_23_5,HELLO,HELLO(1.00),HELLO
video_23_18,GREAT YES LOOK YEAH OKAY RIGHT OK PT_DEM3 GOOD WATCH,GREAT(0.94) YES(0.76) LOOK(0.69) YEAH(0.64) OKAY(0.63) RIGHT(0.61) OK(0.59) PT_DEM3(0.52) GOOD(0.47) WATCH(0.43),KEEP NO PT_PRO1
video_23_25,PT_PRO2 NS_POSSUM MAKE NOW PT_PRO1PL CAN HOW NEED PT_DEM3 HAVE MANY NOT SEE PT_POSS1 PAPER WHAT SHOW YES PT_PRO1 PT_POSS2 GET GO WHY DIFFERENT FINISH TIME PT_PRO3 LIKE GREAT THINK,PT_PRO2(0.74) NS_POSSUM(0.74) MAKE(0.66) NOW(0.61) PT_PRO1PL(0.59) CAN(0.59) HOW(0.59) NEED(0.58) PT_DEM3(0.56) HAVE(0.55) MANY(0.51) NOT(0.49) SEE(0.47) PT_POSS1(0.47) PAPER(0.47) WHAT(0.47) SHOW(0.46) YES(0.46) PT_PRO1(0.46) PT_POSS2(0.45) GET(0.44) GO(0.43) WHY(0.43) DIFFERENT(0.41) FINISH(0.39) TIME(0.39) PT_PRO3(0.39) LIKE(0.38) GREAT(0.36) THINK(0.35),ALL PT_POSS2 THING TREE
video_23_47,GREAT LOOK PT_DEM3 OK RIGHT TRY NS_SALLY WHAT YES ONE NOW OKAY PT_LOC AGAIN PT_PRO3 SEE WILL BEAUTIFUL,GREAT(0.66) LOOK(0.65) PT_DEM3(0.62) OK(0.60) RIGHT(0.58) TRY(0.56) NS_SALLY(0.54) WHAT(0.54) YES(0.51) ONE(0.50) NOW(0.47) OKAY(0.47) PT_LOC(0.40) AGAIN(0.39) PT_PRO3(0.38) SEE(0.37) WILL(0.37) BEAUTIFUL(0.36),FRUIT MANY PT_DEM3 PT_LOC
video_23_50,GREAT READY OKAY WAIT GO LOOK YES GOOD PT_DEM3 PT_PRO1PL NS_SALLY OK RIGHT NO,GREAT(0.73) READY(0.65) OKAY(0.63) WAIT(0.58) GO(0.54) LOOK(0.54) YES(0.49) GOOD(0.49) PT_DEM3(0.47) PT_PRO1PL(0.40) NS_SALLY(0.40) OK(0.40) RIGHT(0.39) NO(0.38),NS_POSSUM
video_23_59,GREAT NS_SALLY LOOK PT_DEM3 YES OKAY OK RIGHT,GREAT(0.88) NS_SALLY(0.80) LOOK(0.78) PT_DEM3(0.58) YES(0.54) OKAY(0.50) OK(0.50) RIGHT(0.40),FINISH
video_23_62,LOOK YES GREAT PT_DEM3 PT_PRO1PL NS_SALLY WHAT SEE HAVE NAME PT_PRO1 RIGHT PT_PRO3PL,LOOK(0.71) YES(0.65) GREAT(0.64) PT_DEM3(0.59) PT_PRO1PL(0.51) NS_SALLY(0.50) WHAT(0.50) SEE(0.47) HAVE(0.39) NAME(0.39) PT_PRO1(0.38) RIGHT(0.37) PT_PRO3PL(0.36),FOUR ONE THREE TWO
video_23_66,WHAT PT_DEM3 SEE LOOK MANY NOW NS_POSSUM PT_PRO2 NS_SALLY CAN GREAT GET PT_PRO1 HAVE HERE GOOD YES PT_POSS1 PT_POSS2,WHAT(0.65) PT_DEM3(0.61) SEE(0.54) LOOK(0.54) MANY(0.51) NOW(0.50) NS_POSSUM(0.49) PT_PRO2(0.48) NS_SALLY(0.47) CAN(0.47) GREAT(0.45) GET(0.43) PT_PRO1(0.41) HAVE(0.40) HERE(0.39) GOOD(0.37) YES(0.37) PT_POSS1(0.36) PT_POSS2(0.35),FOUR ONE THREE TWO
video_23_85,YES GREAT RIGHT PT_DEM3 GOOD LOOK OKAY WHAT OK NS_SALLY,YES(0.93) GREAT(0.88) RIGHT(0.84) PT_DEM3(0.67) GOOD(0.63) LOOK(0.57) OKAY(0.54) WHAT(0.51) OK(0.48) NS_SALLY(0.36),GREAT PT_POSS2
video_23_87,NOW PT_DEM3 ONE PT_PRO1PL LOOK NEED PLEASE PUT WHAT CAN PT_PRO2 GREAT PT_PRO3 YES FINISH THREE TRY RIGHT START MAKE HAVE DO GET LOVELY PT_LOC WILL TWO PT_PRO1,NOW(0.76) PT_DEM3(0.66) ONE(0.64) PT_PRO1PL(0.62) LOOK(0.61) NEED(0.60) PLEASE(0.59) PUT(0.58) WHAT(0.57) CAN(0.55) PT_PRO2(0.55) GREAT(0.53) PT_PRO3(0.50) YES(0.50) FINISH(0.50) THREE(0.49) TRY(0.48) RIGHT(0.47) START(0.46) MAKE(0.45) HAVE(0.44) DO(0.43) GET(0.42) LOVELY(0.42) PT_LOC(0.38) WILL(0.38) TWO(0.36) PT_PRO1(0.36),AND FOUR
video_23_103,YES GREAT LOOK RIGHT WATCH PT_DEM3 NS_SALLY WHAT OK YEAH OKAY DELICIOUS FUNNY PLEASE,YES(0.88) GREAT(0.77) LOOK(0.69) RIGHT(0.67) WATCH(0.61) PT_DEM3(0.57) NS_SALLY(0.57) WHAT(0.57) OK(0.53) YEAH(0.48) OKAY(0.47) DELICIOUS(0.42) FUNNY(0.40) PLEASE(0.36),HERE NS_SALLY PT_POSS2
video_23_128,YES GREAT LOOK RIGHT NS_POSSUM PT_DEM3 WHAT GOOD,YES(0.81) GREAT(0.75) LOOK(0.75) RIGHT(0.72) NS_POSSUM(0.59) PT_DEM3(0.58) WHAT(0.54) GOOD(0.43),BYE NS_POSSUM OKAY
video_23_137,NS_POSSUM GOOD PT_DEM3 LOOK YES WHAT,NS_POSSUM(0.60) GOOD(0.52) PT_DEM3(0.39) LOOK(0.39) YES(0.36) WHAT(0.35),ALL COME FROM NS_POSSUM PT_PRO2 TREE
video_23_157,GREAT LOOK YES PT_DEM3 GOOD NS_SALLY RIGHT WHAT NS_POSSUM READY NOW,GREAT(0.81) LOOK(0.68) YES(0.67) PT_DEM3(0.64) GOOD(0.55) NS_SALLY(0.54) RIGHT(0.52) WHAT(0.45) NS_POSSUM(0.40) READY(0.38) NOW(0.36),PT_DEM3 PT_PRO1 RIGHT WANT
video_24_13,NEED MAKE PT_PRO1PL HAVE PT_PRO1 NOW PT_DEM3 PT_PRO3 PT_POSS1 PT_PRO2 CAN VERY GET FINISH THING WHAT GOOD NS_POSSUM WILL MANY YES PT_PRO3PL GREAT GO USE PAPER LIKE BUTTER RIGHT PIE WANT DO MUCH PUT EGG HOW KNOW MORE BUT LEARN DIFFERENT NOT EASY CAREFUL,NEED(0.62) MAKE(0.61) PT_PRO1PL(0.59) HAVE(0.56) PT_PRO1(0.56) NOW(0.54) PT_DEM3(0.52) PT_PRO3(0.50) PT_POSS1(0.50) PT_PRO2(0.50) CAN(0.50) VERY(0.49) GET(0.49) FINISH(0.48) THING(0.46) WHAT(0.46) GOOD(0.46) NS_POSSUM(0.45) WILL(0.44) MANY(0.44) YES(0.44) PT_PRO3PL(0.44) GREAT(0.44) GO(0.44) USE(0.43) PAPER(0.40) LIKE(0.40) BUTTER(0.40) RIGHT(0.39) PIE(0.39) WANT(0.39) DO(0.39) MUCH(0.39) PUT(0.38) EGG(0.38) HOW(0.38) KNOW(0.38) MORE(0.37) BUT(0.37) LEARN(0.37) DIFFERENT(0.36) NOT(0.36) EASY(0.36) CAREFUL(0.35),CAN DIFFERENT MANY PT_PRO2 THING USE
video_24_51,GREAT PT_DEM3 PT_LOC GOOD MOVE LOOK PT_POSS1 NOW AROUND WHAT OKAY RIGHT,GREAT(0.74) PT_DEM3(0.69) PT_LOC(0.67) GOOD(0.67) MOVE(0.61) LOOK(0.59) PT_POSS1(0.56) NOW(0.54) AROUND(0.46) WHAT(0.42) OKAY(0.41) RIGHT(0.36),BECAUSE CAREFUL HOT
video_24_55,PT_PRO3 YES PT_PRO1 CAN WILL HAVE TRY NICE PT_PRO2 PT_DEM3 WANT WHAT KNOW WATER DO THINK RIGHT BUT LOOK VERY PT_PRO1PL DELICIOUS NS_POSSUM FUN SEE LOVELY NOT GOOD GREAT NOW,PT_PRO3(0.69) YES(0.68) PT_PRO1(0.64) CAN(0.56) WILL(0.55) HAVE(0.55) TRY(0.54) NICE(0.54) PT_PRO2(0.54) PT_DEM3(0.54) WANT(0.53) WHAT(0.53) KNOW(0.51) WATER(0.50) DO(0.50) THINK(0.49) RIGHT(0.49) BUT(0.46) LOOK(0.45) VERY(0.45) PT_PRO1PL(0.43) DELICIOUS(0.40) NS_POSSUM(0.39) FUN(0.38) SEE(0.37) LOVELY(0.37) NOT(0.37) GOOD(0.36) GREAT(0.36) NOW(0.35),FINISH GOOD
video_24_60,YES GREAT LOOK OK OKAY RIGHT PT_DEM3 PT_PRO1PL WHAT WATCH NOW FINISH PLEASE NS_SALLY PT_PRO2 GO PT_PRO3 TRY,YES(0.77) GREAT(0.72) LOOK(0.65) OK(0.57) OKAY(0.54) RIGHT(0.54) PT_DEM3(0.54) PT_PRO1PL(0.54) WHAT(0.49) WATCH(0.44) NOW(0.41) FINISH(0.41) PLEASE(0.41) NS_SALLY(0.40) PT_PRO2(0.40) GO(0.37) PT_PRO3(0.36) TRY(0.36),GO PT_PRO1PL
